Kingdom,Phylum,Class,Order,Family,Genus,Species
Bacteria,Candidatus Berkelbacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Microgenomates,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium
Bacteria,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Hydrogenispora,uncultured bacterium
Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,uncultured bacterium,uncultured bacterium
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,uncultured,uncultured bacterium
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,NA
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pir4 lineage,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,uncultured,uncultured bacterium
Bacteria,Parcubacteria,Candidatus Azambacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae (Subgroup 3),Paludibaculum,NA
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,uncultured,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales Incertae Sedis,uncultured,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces, Ambiguous_taxa
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OM1 clade, Ambiguous_taxa, Ambiguous_taxa
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
Bacteria,Verrucomicrobia,S-BQ2-57 soil group,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Microgenomates,Candidatus Woesebacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Microcoleus,NA
Bacteria,Chloroflexi,S085,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20, Ambiguous_taxa, Ambiguous_taxa
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Dinghuibacter,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,053A03-B-DI-P58,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
Bacteria,Planctomycetes,Pla3 lineage,NA,NA,NA,NA
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,NA
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,uncultured,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria Incertae Sedis,Unknown Family,uncultured,uncultured alpha proteobacterium
Archaea,Woesearchaeota (DHVEG-6),uncultured archaeon,uncultured archaeon,uncultured archaeon,uncultured archaeon,uncultured archaeon
Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella, Ambiguous_taxa
Bacteria,Verrucomicrobia,OPB35 soil group,NA,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
Bacteria,Cyanobacteria,ML635J-21,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,uncultured,uncultured bacterium
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured proteobacterium,uncultured proteobacterium
Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae (Subgroup 3),Bryobacter,uncultured Acidobacteria bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Variibacter,uncultured bacterium
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured, Ambiguous_taxa
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,NA
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata,uncultured bacterium
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,NA
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,NA,NA
Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,uncultured,uncultured bacterium
Bacteria,Parcubacteria,Candidatus Azambacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella, Ambiguous_taxa
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium, Ambiguous_taxa
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured bacterium
Bacteria,Chloroflexi,Ardenticatenia,Ardenticatenales,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,NA
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae (Subgroup 4),RB41,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium, Ambiguous_taxa
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Chondromyces, Ambiguous_taxa
Bacteria,BRC1,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Denitratisoma,uncultured bacterium
Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae (Subgroup 3),Candidatus Solibacter,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,KD3-10,uncultured bacterium,uncultured bacterium
Bacteria,Acidobacteria,Subgroup 6, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AKYH478,NA,NA
Bacteria,Candidatus Berkelbacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,bacteriap25,uncultured bacterium,uncultured bacterium
Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,uncultured bacterium
Bacteria,Saccharibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Nitrolancea,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured bacterium
Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,uncultured,NA
Bacteria,Chloroflexi,TK10,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,uncultured bacterium,uncultured bacterium
Bacteria,Latescibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured,NA
Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
Bacteria,Chloroflexi,JG30-KF-CM66,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,NA
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,PHOS-HE51,NA,NA
Bacteria,Chloroflexi,JG30-KF-CM66,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,uncultured,uncultured bacterium,uncultured bacterium
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,uncultured bacterium
Bacteria,Parcubacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Craurococcus,NA
Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,uncultured bacterium
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,uncultured,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,uncultured,uncultured bacterium
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,NA,NA
Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,NA
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,uncultured bacterium
Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,AKYG587,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pirellula,NA
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,uncultured bacterium,uncultured bacterium
Bacteria,Firmicutes,Clostridia,Halanaerobiales,ODP1230B8.23,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
Bacteria,Chloroflexi,Ktedonobacteria,JG30-KF-AS9,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,uncultured, Ambiguous_taxa
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,uncultured bacterium
Bacteria,Chloroflexi,TK10,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidicaldus,NA
Bacteria,Parcubacteria,Candidatus Azambacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,uncultured bacterium,uncultured bacterium
Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae (Subgroup 1),NA,NA
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus, Ambiguous_taxa
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfurellales,Desulfurellaceae,H16,uncultured bacterium
Bacteria,Verrucomicrobia,OPB35 soil group,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae (Subgroup 1), Ambiguous_taxa,NA
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,KD3-93,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured bacterium,uncultured bacterium
Bacteria,Microgenomates,Candidatus Woesebacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,uncultured bacterium
Bacteria,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,BSV26,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured bacterium,uncultured bacterium
Bacteria,Saccharibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Elusimicrobia,Elusimicrobia,Lineage IIa,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Chloroflexi,TK10,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,uncultured bacterium,uncultured bacterium
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured bacterium
Bacteria,Gemmatimonadetes,AKAU4049,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia, Ambiguous_taxa
Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,uncultured bacterium
Bacteria,Verrucomicrobia,OPB35 soil group,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae (Subgroup 4),Elev-16S-573,uncultured bacterium
Bacteria,TM6 (Dependentiae),uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Betaproteobacteria,TRA3-20,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Cyanobacteria,Chloroplast, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae (Subgroup 3),Bryobacter,uncultured bacterium
Bacteria,Latescibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA,NA
Bacteria,FCPU426,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,uncultured bacterium
Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,uncultured bacterium
Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae (Subgroup 1),NA,NA
Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae (Subgroup 3),Bryobacter, Ambiguous_taxa
Bacteria,Acidobacteria,Subgroup 2,uncultured forest soil bacterium,uncultured forest soil bacterium,uncultured forest soil bacterium,uncultured forest soil bacterium
Bacteria,Saccharibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,uncultured bacterium
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured, Ambiguous_taxa
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,uncultured,NA,NA
Bacteria,Verrucomicrobia,OPB35 soil group,NA,NA,NA,NA
Bacteria,Firmicutes,Clostridia,Halanaerobiales,ODP1230B8.23,uncultured bacterium,uncultured bacterium
Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,NA
Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,NA
Bacteria,Chloroflexi,Ktedonobacteria,JG30-KF-AS9,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,TM6 (Dependentiae),uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,uncultured,uncultured gamma proteobacterium,uncultured gamma proteobacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,uncultured bacterium
Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae (Subgroup 3),Bryobacter,NA
Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae (Subgroup 3),Bryobacter,uncultured Acidobacteria bacterium
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,NA,NA
Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,NA
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,uncultured alpha proteobacterium,uncultured alpha proteobacterium
Bacteria,Chloroflexi,Ktedonobacteria,JG30-KF-AS9,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured Verrucomicrobia bacterium
Bacteria,Cyanobacteria,Chloroplast, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,uncultured bacterium,uncultured bacterium
Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidobacterium, Ambiguous_taxa
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured bacterium,uncultured bacterium
Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae (Subgroup 3),Bryobacter,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured bacterium,uncultured bacterium
Bacteria,Verrucomicrobia,OPB35 soil group,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae (Subgroup 1),uncultured, Ambiguous_taxa
Bacteria,Acidobacteria,Subgroup 13,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Holophaga,NA
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured bacterium
Bacteria,Chloroflexi,TK10,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,uncultured bacterium,uncultured bacterium
Bacteria,Chloroflexi,TK10,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,NA,NA
Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria Incertae Sedis,uncultured,uncultured bacterium,uncultured bacterium
Bacteria,Chloroflexi,TK10,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Betaproteobacteria,TRA3-20,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,I-10,uncultured bacterium,uncultured bacterium
Bacteria,Parcubacteria,Candidatus Azambacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,uncultured bacterium,uncultured bacterium
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata,uncultured bacterium
Bacteria,Parcubacteria,Candidatus Magasanikbacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Acidobacteria,Subgroup 13,NA,NA,NA,NA
Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae (Subgroup 3),Bryobacter,NA
Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,NA
Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured, Ambiguous_taxa, Ambiguous_taxa
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,uncultured, Ambiguous_taxa
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium, Ambiguous_taxa
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium, Ambiguous_taxa
Bacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,uncultured,NA
Bacteria,Cyanobacteria,Melainabacteria,Vampirovibrionales,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,uncultured bacterium,uncultured bacterium
Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured bacterium
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,NA
Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfurellales,Desulfurellaceae,H16,uncultured bacterium
Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,NA
Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,uncultured bacterium,uncultured bacterium
Bacteria,Acidobacteria,Subgroup 6, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Anaeromyxobacter,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured organism,uncultured organism
Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,uncultured bacterium,uncultured bacterium
Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Acidobacteria,Holophagae,Subgroup 7,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Holosporaceae,uncultured,uncultured bacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,uncultured,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
Bacteria,Parcubacteria,Candidatus Nomurabacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,FBP,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,NA,NA
Bacteria,Elusimicrobia,Elusimicrobia,MVP-88,uncultured bacterium,uncultured bacterium,uncultured bacterium
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured bacterium
Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae (Subgroup 3),Candidatus Solibacter,NA
